RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
"Hudson, NY",msa,NY,107928,108680,109110,110068,110759,111705,112507,113133,113437,113816,114399,115198,116340,117379,118340,118960,119715,120463,121273,121976,122665,123373,124229,125191,126372,127670,128948,130084,131123,132239,133396,134541,135667,136793,137957,139176,140502,141731,142924,143978,144777,145360,145738,147326,149450,152177,153511,154657,155662,157328,159048,160588,162792,165228,168133,170041,171744,173009,174890,176817,179050,181188,183330,185428,187436,189487,189146,190276,191541,195697,201207,205274,208139,206082,204999,204106,205921,208619,210796,211734,212240,213513,214591,215349,216360,219423,222408,224932,226438,226939,229004,230291,232797,234026,233210,231117,228914,228569,228714,227794,226363,224664,223023,222040,221124,220114,218993,218613,218702,218713,217944,217014,215794,214575,213439,212521,211326,209910,208682,208657,209076,209565,209597,209919,210012,209874,209540,209397,209245,209388,209645,210158,210310,210108,209653,209209,208484,207753,207471,207571,207663,207545,207792,208223,208593,208659,208755,208849,208854,209202,209339,209782,209919,209933,209941,210091,210526,210944,211227,211633,212105,212552,213104,213463,214027,214059,214308,214630,215307,216100,216718,217553,218144,218736,219275,220182,220867,221219,221513,222040,222576,222795,223082,223615,224246,224881,225303,225712,225973,226067,225805,225770,226065,226793,227543,228312,229148,230119,231143,232041,232568,,,225987,,226936,226550,225926,227986,231127,233045,234181,234691,236049,236997,237727,237808,237638,239168,241888,244192,244893,246352,249508,252875,254851,257084,259336,262381,263448,265534,265469,266424,265212,265394,264356,263441,263566,264017,265154,265838,267875,269371,270986,271523,273537,273995,274690,275062,276264,278034,282193,287885,293936,297464,302089,314018,328623,342996,349638,347837,345394,344563,351030,357664,363313,368862,373346,376610,380003,380171,380890,385050,395132
"Starkville, MS",msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168516,168108,168053,167713,167429,166804,165965,165118,164391,164158,164073,164166,164395,164557,164733,164793,164865,164901,164725,164362,163811,163288,162891,162743,162771,163166,163576,164262,164871,165339,165075,164852,164776,165143,165600,166087,166763,167417,168556,169746,171119,171887,172341,172811,173510,174238,174709,174842,174774,174488,174188,174012,173896,173899,173862,173923,174099,174396,174697,,168016,164854,,165519,165807,166222,166528,166795,167312,168039,168892,169920,170755,171252,171312,171468,171681,172210,172701,172755,172289,171702,171732,172235,173088,174027,174773,175143,175620,176129,176802,177331,177871,178654,179617,180629,181189,181659,181864,181919,181854,182300,183295,184265,184791,183739,182253,181259,181563,182590,183070,183788,184034,184203,184534,184814,185228,185253,185764,186577,187707,188300,188751,189143,189610,190180,188095,186795,185032,185981,185945,186268,186455,186910,187321,187743,187556,187507,188245,189815,190933,192271,193937,195815,196732,197581,198748,200032,200958,201724,202399,203340,207326,211010,215758,217852,220461,221930,224528,227001,229112,229765,230450
"Calhoun, GA",msa,GA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127694,127432,127290,126880,126285,125259,123921,122649,121377,120275,119381,118737,118130,118105,118322,118697,118514,118319,117914,117624,117034,116451,115587,114696,113902,113064,112545,111819,111119,110310,109721,109195,108500,107779,107018,106590,106158,105756,105314,105018,104987,104943,104988,104979,104966,105109,105201,105450,105737,106147,106614,107046,107602,108202,108790,109343,109777,110269,110823,111443,112161,112811,113465,114046,114710,115458,116144,116683,117053,117512,117897,118467,119022,119556,119958,120398,121044,121874,122667,123364,123803,124230,124489,124927,125382,126043,126608,127107,127641,128285,128954,129647,130201,130762,131167,131655,132126,132593,132942,133372,134023,134766,135498,136174,136872,137741,138611,139537,140255,141159,141998,143010,143963,145064,146136,147048,147830,148510,149218,149983,150905,151866,152893,153876,154754,155567,156432,157378,158305,158991,159647,,,,159308,160115,161012,161591,162226,162912,163253,163485,163780,165298,166883,,173499,176765,178698,180430,182377,184300,186424,188459,189884,191150,195672,200105,206554,209607,212962,214439,218134,221884,224713,225462,226243
"Fergus Falls, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174291,174124,174241,174442,174811,175051,175276,175746,176334,176965,177731,178458,179475,180259,181280,182242,183020,183793,184336,185071,185662,186340,187063,187855,188694,189491,190324,191119,191845,192360,192733,193151,193706,194258,194913,195562,196522,197360,198365,199472,200578,201564,201970,202503,203000,203702,204702,205580,206838,207726,208944,209914,210943,211641,212176,212879,213792,215048,216310,217708,219158,220439,221793,223193,224468,225399,226004,226641,227588,228632,229993,231603,233685,235804,237571,238862,239676,240189,240598,241224,241975,242953,244088,245282,246312,247471,248746,249976,250885,251372,252097,252872,254069,255078,255481,255789,256028,255998,255807,255710,256376,257061,257659,257780,258248,258632,261159,263836,268195,272049,276202,279194,282366,285726,289562,293175,296512,299207,301033,305522,309574,312127,311476,310975,312075,314977,318235,321885,324116,326839
"Oneonta, NY",msa,NY,55429,55761,55960,56331,56727,57256,57844,58146,58370,58566,58983,59420,60016,60522,61039,61400,61820,62183,62591,62865,63111,63442,63976,64535,65225,65821,66518,67071,67713,68290,68809,69216,69568,69983,70482,71099,71829,72484,73098,73551,73880,74152,74303,75000,75893,77170,77835,78433,78931,79748,80592,81336,82519,83805,85212,85928,86553,87122,88089,89003,90041,90986,92021,92909,93816,94896,96313,97969,100764,103242,105121,105965,106870,108349,108945,109296,110038,113892,117416,120344,120483,121113,121690,123104,125253,126568,127713,128095,129795,130652,131249,131361,132494,133916,135266,135695,135916,135909,135903,135641,135079,134243,133652,133296,132995,132336,131891,131580,131530,131241,130952,130598,129896,129015,128052,127329,126571,125868,125508,125381,125585,125781,126198,126614,126662,126683,126519,126678,126627,126473,126395,126218,126160,125892,125820,125683,125482,125109,124893,124810,124746,124749,124923,125081,125117,125100,125418,125778,125867,125769,125538,125530,125591,125860,126287,126630,126893,127131,127633,128219,128546,128712,128744,128837,128799,128935,129260,129690,129950,130330,130898,131784,132322,132749,133112,133695,134120,134482,134766,135124,135364,135776,136254,136812,137134,137562,137846,138170,138308,138434,139052,139733,140513,140891,141483,142060,142691,143262,143726,144156,144563,145115,145578,145981,146107,146284,146415,147045,147625,148365,148872,149404,149889,150393,150985,151586,152204,152859,153464,154077,154656,155190,155634,156000,156395,156783,157194,157687,158298,158955,159474,159959,160346,160807,161271,161742,162205,162626,163368,164141,164833,,164627,164652,165127,165576,166022,166058,166148,166370,167550,168787,170953,172977,175156,176570,178017,179371,180774,181945,183039,183897,184644,188259,191916,195080,195325,195499,196280,197875,199432,200921,201775,202934
"Ardmore, OK",msa,OK,53715,53828,53925,54156,54411,54587,54663,54570,54557,54599,54908,55189,55555,55801,56075,56257,56405,56523,56639,56768,56888,57005,57121,57198,57290,57397,57525,57623,57731,57923,58138,58327,58415,58536,58652,58819,58941,59169,59437,59762,59872,59949,60016,60203,60382,60576,60778,61000,61174,61391,61598,61813,61961,62137,62278,62566,62877,63285,63532,63745,64286,64842,65337,65470,65663,65949,66240,66505,66757,66967,67105,67248,67411,67717,68008,68358,68521,68723,68798,69086,69319,69655,69923,70254,70516,70675,70826,70985,71247,71455,71715,71980,72214,72476,72730,72934,73038,73059,73187,73380,73812,74384,74928,75321,75514,75657,75781,75873,75907,75862,75864,75960,76152,76342,76548,76652,76892,77132,77419,77530,77496,,75661,74857,74944,74996,74887,74805,74664,74686,74370,74131,73939,74061,74204,74210,74238,74240,74421,74436,74660,74419,74366,74191,74542,74872,75226,75483,75741,76255,76661,77186,77376,77212,76997,76918,77271,77624,77985,78196,78500,78580,78930,79161,79530,79740,79924,80035,80258,80509,80938,81407,81851,82119,82403,82674,83073,83427,83686,83908,84142,84614,85351,86143,86782,87187,87550,88013,88496,88780,89037,89278,89677,89935,90095,90372,90586,90880,91089,91402,91656,92072,91566,91203,91015,91873,92648,93066,93428,93883,94397,95052,95440,95989,96418,96927,97224,96085,95062,94154,94490,94756,94910,95151,95401,95746,96351,97051,97475,97882,98206,98766,99070,99482,99791,100206,100465,100946,102208,103560,104708,104876,105007,105154,105234,105275,105455,105804,106324,107246,108848,110324,112122,111876,111840,111245,112550,113984,114275,114458,114562,115625,116484,119031,121428,124058,124830,125931,126728,128553,130593,132806,133136,133185
"Eagle Pass, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96949,97144,97170,97471,97514,97493,97141,96877,96758,96645,96732,96764,96877,96873,97005,97405,97704,97819,97511,97272,97145,96986,96750,96318,96086,95878,95750,95795,95867,96085,95994,95992,95949,96082,96161,96399,96711,97059,97269,97640,98047,98476,98585,98755,98983,99342,99750,100198,100631,101063,101496,102244,102951,103580,104467,105466,106639,107320,107955,108620,109300,109988,110623,111463,112403,113222,113852,114452,115211,116002,116774,117576,118544,119358,120097,120807,121795,122778,123716,124416,125119,125822,126629,127518,128345,129277,130108,131139,132081,133073,134104,134812,135543,136062,136951,137708,138213,138558,139143,139811,140460,,139948,139977,140987,141752,142437,142794,143242,143487,143845,144275,144639,145145,145478,146042,146512,147024,147728,147963,148019,147936,148384,149143,149911,150650,151538,152316,152862,152980,153134,153329,153293,152995,153303,153276,153502,153278,153647,154036,154209,155021,155797,,161424,164638,166219,167675,168994,170499,171978,173353,174242,174853,177971,181283,185506,187217,188891,189825,192410,195066,197598,198655,199823
"Fremont, OH",msa,OH,93443,93688,93961,94468,94904,95309,95766,96267,96729,97137,97595,98135,98616,98972,99315,99711,100164,100573,100994,101379,101761,102053,102345,102562,102768,103032,103341,103710,104047,104373,104695,105023,105327,105611,105831,106051,106253,106552,106836,107159,107360,107567,107759,108099,108500,108918,109097,109224,109303,109529,109759,109961,110253,110529,110917,111193,111531,111808,112127,112390,112640,112884,113149,113399,113659,113923,114258,114419,114536,114496,114527,114484,114458,114364,114237,114082,113896,113666,113457,113454,113573,113703,113662,113573,113469,113289,113088,112865,112571,112168,111627,111430,111287,111244,111164,111235,111376,111331,111204,110896,110536,110096,109732,109344,108964,108485,108192,107927,107711,107481,107199,107001,106655,106243,105744,105193,104650,104169,103717,103349,103104,103016,102957,102821,102654,102444,102167,101869,101511,101122,100724,100251,99850,99341,98984,98643,98412,98285,98147,98016,97747,97495,97165,96890,96601,96425,96265,96072,95803,95483,95235,94953,94670,94420,94178,93975,93739,93577,93559,93667,93930,94221,94435,94601,94760,95050,95486,96058,96665,97128,97524,97952,98593,99230,99939,100526,101115,101599,101984,102272,102394,102598,102938,103515,104041,104656,105049,105566,105941,106443,106693,107091,107437,108079,108511,109062,109473,109895,110260,110682,111197,111730,112255,112779,113316,113898,114529,115147,115821,116450,117092,117621,118155,118679,119258,119877,120535,121275,121935,122595,123220,123824,124418,124902,125396,125862,126423,127065,127621,128075,128459,128827,129301,129882,130558,131246,131845,132403,132634,132776,132819,132740,132608,132559,133197,133816,134473,134426,134604,134753,,137683,,142763,145284,146846,148281,149608,150849,152201,153655,154705,155396,157535,159949,162186,162789,163244,163817,165411,166288,167314,167457,168400
"Barre, VT",msa,VT,114563,114723,115059,115780,116387,116883,117331,117835,118488,119121,119959,120649,121018,121614,122210,123024,123675,124339,125403,126292,127308,128137,129205,130189,130873,131561,132315,133231,133967,134711,135534,136354,137184,138009,138905,139637,140187,140904,141680,142556,143371,144346,145523,,,,154481,155317,155507,157117,158691,160536,163246,166363,167485,166780,165808,166995,168687,170457,172079,173574,174962,176426,176772,176431,176377,178033,180355,183022,184657,186168,187256,188685,190275,191342,192722,194366,196471,198600,200147,201199,202775,204863,207068,208603,209367,209995,211242,213003,214343,214885,215149,215631,216468,217635,218855,219014,218474,217802,217537,217113,216634,216187,216287,216161,216190,215687,214776,213692,212493,211938,211132,210360,209590,209129,208844,208419,208192,207957,207804,207605,207474,207537,207620,207919,208280,208122,207577,207038,207163,207428,207374,207041,206775,206740,206683,206615,206717,206776,206919,206681,206585,206273,206102,205933,205915,206062,206340,206694,207060,207467,207858,207893,207629,207306,207258,207351,207374,207257,207089,206983,206815,206748,206610,206460,206230,206028,206081,205998,206034,206107,206280,206502,206596,206740,206989,207423,207827,207957,208326,208729,209518,210008,210369,210429,210451,210639,210654,210678,210690,210582,210745,211409,212636,213536,213958,214305,214769,215248,215531,215747,215907,216292,215558,214421,213548,213912,,218971,220694,222682,225674,229772,232363,234327,235773,236668,236779,236731,238167,233661,231736,228219,230896,230761,229233,227276,226543,226996,227646,227067,229727,232844,235974,236139,236111,235117,234279,232810,232002,230411,228886,230643,233254,236535,237229,238570,239901,242313,247634,253792,259911,262927,266082,271175,279031,283604,286418,287482,292562,296404,300029,303392,309469,315927,322978,323012,321107,326212,339456,352085,358021,360950
"Fernley, NV",msa,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257229,254335,251861,246647,242677,239049,239590,238996,238253,234036,230374,226397,221245,215567,210263,205099,199869,194388,189219,185135,181826,179578,177553,174998,172115,168683,165547,162279,159383,156589,153972,151689,149735,148451,147204,146240,145204,144059,142951,141703,140494,138688,136805,134967,133369,131977,130617,129102,127308,125481,123976,122738,121793,121128,120700,120390,120071,120055,120234,120600,120970,121174,121485,121918,122705,123718,124781,126058,127531,129472,131760,134207,136689,139012,141504,143995,146230,148402,149984,151765,153270,155000,156656,158305,160105,161691,163042,164202,165318,166383,167190,168100,169078,170243,170307,170394,171063,173251,175607,177865,179709,181422,182378,183316,184147,185457,186792,188641,190868,193076,195088,197053,199189,201453,203474,205493,207277,208804,211005,213470,216454,220647,223709,227960,231020,235479,238344,240957,243692,246248,248526,252095,256690,260347,262988,264797,267032,267956,268771,269123,268731,268875,270270,272223,274023,274751,276077,276897,277302,277940,279072,281321,283563,285613,287708,289166,289187,288365,287344,287120,288355,290558,293699,297688,301585,305768,311227,318798,327761,337060,345635,353634,360602,368970,377458,385637,393753,400167,406290,411098,416798,418551,416410,413052,409252,404424,397419
"Columbus, MS",msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113227,112998,112811,112548,112453,110902,109386,107862,107831,107693,107538,107457,107365,107306,107220,107231,107296,107457,107592,107746,107744,107791,107816,107886,107873,107907,107959,108193,108372,108838,109142,109690,110172,110563,111026,111450,112196,112603,113113,113557,114096,114446,114798,115008,114984,114787,114719,114852,115141,115271,115429,115675,115815,115842,115707,115901,116282,116698,116498,115638,114704,114110,113803,113436,113063,112921,113017,113154,113324,113351,113535,113750,114032,114181,114482,114833,115135,115629,116214,117096,117790,118486,119315,120073,120545,120882,121234,121605,121958,122419,123099,123661,124048,124511,124969,125390,125602,125812,126095,126132,126416,126744,127310,127244,127119,127263,127713,,,,137046,137623,137863,138636,139448,140152,140712,141097,141518,144060,146637,150010,151473,152990,153680,155004,156291,157571,158210,158845
"Cullowhee, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279202,278882,277641,275997,274307,273408,272358,270611,268617,266267,264341,262527,261126,259865,258181,257487,257134,258062,258170,257750,257024,256054,255086,253599,251842,250180,247627,245193,243323,242683,242454,241624,241990,241865,242045,240902,240282,239978,239436,239067,238707,238947,239025,238960,238654,238467,238311,238142,238072,237866,237527,237031,237060,237622,238252,238313,238022,237798,237834,238208,238516,239025,239255,239437,239645,239749,240087,240130,240202,240222,240044,240208,240369,241138,241915,242881,243468,243750,244023,244149,244283,244003,243843,244071,244513,245163,245565,245323,245205,244929,245150,244949,244794,244965,245121,245645,246162,247172,247924,248817,249281,249631,249645,249898,250291,250911,251519,252472,253162,254111,255090,256619,257720,258705,259534,260676,261672,262669,263508,264352,265123,266056,267326,268679,269864,270840,271618,272434,272864,273394,273296,273343,273238,273950,275008,276231,277557,278699,280103,281016,281978,282805,284914,,,,,321293,327145,334885,341834,349720,355477,362138,366734,373595,379888,377543,372451,366494,368877,375231,381776,388501,391632,394820
"Norwalk, OH",msa,OH,106287,106495,106678,107056,107430,107751,108117,108536,109076,109567,110087,110672,111268,111715,112115,112523,112974,113356,113727,114090,114434,114758,115045,115369,115615,115864,116129,116396,116731,116986,117353,117615,117926,118176,118508,118787,118997,119220,119482,119782,120086,120343,120622,,,,,119124,119174,119068,118682,118741,119636,120633,121320,121578,121894,122023,122227,122474,122847,122689,122141,121518,121087,120813,120746,121552,123245,125211,126459,127154,127299,127387,127352,127617,127880,128261,128729,129153,129090,128896,128930,129281,129542,129894,130239,130341,130615,130423,130355,129557,129223,127703,124781,121006,120193,121020,122629,122473,122089,121562,121129,120771,120383,119959,119760,119544,119332,119099,118955,118834,118474,117935,117362,116787,116201,115676,115223,114878,114598,114465,114500,114536,114473,114248,113972,113694,113329,112905,112520,112029,111640,111194,110869,110400,109932,109657,109406,109331,109167,109150,108971,108675,108453,108383,108435,108493,108292,107983,107232,106237,105126,103949,103045,102266,101086,,95722,94529,,100261,102422,102739,102416,102361,101761,101316,100856,101018,101042,101587,102103,102684,103078,103113,103459,103398,103384,103274,103022,102787,102385,102470,102791,103978,105244,106172,106144,105838,105857,106135,106488,106616,106795,107102,107518,107954,108518,109185,109864,110366,110744,111146,111456,112045,112699,113286,113662,113843,114483,115136,115984,116461,116990,117459,117878,118309,118655,119045,119243,119416,119623,120117,120737,121575,122414,123285,123992,124641,125651,126503,127038,127163,127442,128148,128834,129793,130404,130837,131105,131349,131511,131387,131534,131918,132578,132826,133281,133808,135687,137351,,142906,145565,147119,148283,149387,150515,152096,153943,155539,156648,159195,161910,164381,165119,165501,165750,166909,167939,169509,170252,171322
"Palestine, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90074,90148,90051,89670,89187,88863,88606,88399,88212,88056,88026,87933,88103,88337,88625,88530,88332,87964,87944,87704,87547,87321,87086,86897,86764,86711,86661,86483,86366,86406,86514,86599,86556,86573,86718,86846,86990,87186,87390,87481,87292,87296,87302,87628,87939,88503,89049,89455,89835,90266,90803,91192,91402,91597,91856,91867,92010,92298,92972,93463,94000,94576,95253,95917,96420,96940,97246,97732,98136,98722,99413,100069,100759,101209,101791,102227,102768,103297,103726,104165,104138,104237,104278,104689,105112,105625,106239,106883,107367,107816,107852,107851,107860,108416,109049,109679,110153,110567,110844,111064,111346,111602,111641,111687,111797,112262,112606,113063,113408,113810,114142,114465,114690,114795,115010,115363,115813,116211,116575,116960,116764,116684,116535,116923,117173,117541,117986,118603,119006,119315,119280,119121,118957,118946,119005,119058,119114,119119,119236,119481,120323,121104,,125745,128554,129905,130969,131901,133101,134313,136001,137477,138893,142256,145522,149398,150647,152105,152843,155167,157480,159829,161647,163503
