RegionName,RegionType,StateName,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022
"Bennington, VT",msa,VT,137636,138137,138473,139747,140479,141738,142643,143776,144187,144317,144782,145598,146573,147585,148718,150054,151111,152393,153398,154371,154688,154943,155249,156099,157178,158623,160175,161624,162443,163468,164424,165542,166091,166574,167246,167797,168586,169638,170953,172446,173613,174997,176364,179175,182008,185146,185692,186180,186312,188553,190932,193638,196930,200635,204797,206481,207610,208057,210034,212359,214798,217407,220116,222963,225241,227396,229502,231383,232765,234027,235745,237681,239462,241387,243565,245732,246468,246736,246447,247286,247706,248698,249362,250362,251334,251873,252109,251931,251942,251982,251941,251944,251717,251345,251985,252884,254267,253020,251603,249651,249075,248443,247562,247053,246622,246525,246490,246323,246425,246405,246425,245934,245030,244029,242893,242294,241600,241119,240482,240237,240439,240783,240964,240994,240886,240921,240800,240986,240676,241268,241491,242131,241146,240303,238933,238291,237438,237217,236969,236308,235903,235701,236213,235882,235531,235075,235075,235136,235122,235096,235110,235475,235683,235460,234858,234452,233949,233760,233861,234204,234280,234040,233525,232858,232187,231697,231225,230845,230585,230631,230551,230967,231185,231380,230916,230789,230725,230738,230481,230306,230216,230345,230502,230557,230597,230341,230114,230116,229974,230013,229357,228634,227978,228118,228957,230081,230683,230930,230908,231076,231373,231529,231544,231524,231644,231632,231861,232082,232513,232866,233368,233795,234185,234535,234937,235437,236136,236744,237460,238058,238730,239135,239599,240111,240442,240590,240887,241567,242507,243697,245015,246351,247414,248303,249300,250485,251730,252203,252383,252623,253333,253454,253243,252795,253622,254867,256455,256569,257537,259148,262821,265700,,276331,282009,284717,287467,290327,293445,296390,298177,299544,300470,307248,313059,319859,320721,322754,323744,326801,329193,331843,332829,334551
"Peru, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83507,83361,83163,82828,82392,82081,81695,81441,81080,80800,80585,80531,80515,80472,80249,80070,79883,79843,79675,79505,79216,78935,78698,78473,78352,78167,78050,78046,78068,78205,78162,78122,77955,77886,77681,77608,77442,77456,77332,77363,77346,77454,77421,77451,77401,77416,77477,77568,77643,77645,77554,77373,77176,77132,77178,77236,77263,77355,77243,77088,76943,77021,77124,77247,77408,77871,78332,78720,78796,78842,78915,79058,79158,79292,79405,79462,79531,79524,79483,79349,79270,79253,79542,79711,79967,80020,80211,80447,80705,80984,80863,80842,80604,80802,80760,80962,81134,81470,81710,81837,81885,81978,82296,82704,83287,83764,84752,85643,86551,86917,87279,87678,88112,88607,89066,89341,89661,89929,90477,90934,91449,91821,92217,92576,93081,93588,94125,94595,94974,95250,95532,95705,95885,96003,96344,96540,96758,96850,97252,97711,98828,99896,,104276,106170,107105,108112,109496,110727,111791,112830,113877,114876,116454,117826,119538,120451,121546,121992,123161,124199,125551,126345,127239
"Butte, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118997,119133,119138,119222,118869,118550,118213,118387,118785,119330,119799,120214,120681,121283,121731,121941,121655,121554,121517,121912,122300,122758,123067,123444,123880,124669,125330,125830,125864,125963,126169,126437,126780,126920,127346,127761,128023,128309,128509,129069,129263,129431,129567,129981,130227,130551,130873,131387,131945,132620,133233,133657,133753,133780,133909,134263,134844,135527,136240,136949,137445,137950,138350,138981,139428,139869,140215,140976,141920,142933,143811,144670,145537,146426,147247,148038,148652,149344,150046,150596,151046,151439,152101,152794,153454,154173,154694,155514,156175,156920,157405,157484,157737,158135,159272,160267,161451,161835,162250,162477,163414,164353,165303,165215,165316,165419,,169693,,,185344,187735,189808,192701,195397,198228,200267,202022,203118,208698,214544,222023,225117,227821,229017,232504,236065,239826,241785,244195
"Lewisburg, TN",msa,TN,94490,94783,94965,95348,95473,95655,95775,96014,96263,96478,96889,97286,97974,98132,98317,98349,98708,98985,99178,99499,99910,100328,100526,100597,100723,100882,100998,101032,101232,101502,101834,102039,102326,102553,102713,102826,102977,103299,103563,103896,104050,104263,104382,104644,105021,105400,105674,105834,106076,106510,106875,107234,107464,107789,108142,108494,108932,109354,109852,110276,110759,111425,112145,112982,,,,,108174,108880,109316,109751,110113,110527,110269,110217,110827,111695,112254,112213,112342,113120,114079,114493,114541,114336,115074,116028,117387,118557,119470,120293,121026,121688,121134,121103,120544,120851,120371,120207,119942,119686,119531,119305,119118,118912,118824,118646,118441,118361,118259,118019,117409,116662,115983,115203,114457,113712,113197,112825,112659,112625,112662,112640,112615,112503,112518,112452,112368,111978,111550,110975,110567,110092,109708,109306,109059,108957,108939,108949,108925,108797,108602,108385,108302,108272,108301,108224,108130,108078,108108,108169,108260,108352,108474,108567,108730,108910,109158,109276,109361,109388,109498,109626,109793,109944,110213,110413,110780,111131,111636,112020,112339,112718,113136,113610,114010,114387,114846,115310,115795,116257,116665,117061,117399,117814,118314,118892,119442,119942,120531,121109,121834,122482,123196,123838,124516,125213,125926,126578,127302,128021,128859,129559,130117,130601,131346,132321,133304,134322,135366,136515,137668,138822,139974,140768,141787,142818,144185,145281,146463,147620,148874,149944,150916,151866,152909,153904,154830,155752,156683,157631,158500,159347,160067,160818,161376,162017,162738,163810,164787,166008,167042,168110,168722,170233,171157,,,,,,201039,203395,205445,208181,211077,214372,217970,221686,226272,231648,237535,245086,253408,260279,263760,266015,267832,271066,271878,273323,273903,275976
"Ottumwa, IA",msa,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77193,77031,76923,76740,76576,76396,76166,76058,75980,75864,75643,75567,75564,75621,75644,75855,76122,76291,76280,76265,76282,76273,76266,76240,76283,76203,76203,76319,76600,77182,77467,77661,77557,77610,77648,77630,77590,77590,77620,77787,78048,78346,78523,78538,78423,78342,78306,78378,78465,78554,78619,78634,78672,78630,78581,78443,78456,78592,78757,78898,79060,79205,79297,79255,79371,79375,79495,79509,79667,79732,,81343,,82677,83062,83480,83848,84224,84453,84677,84891,84688,84479,84290,84566,84872,85124,85312,85503,85645,85866,86110,86386,86654,86888,87289,87732,88172,88519,88778,89019,89139,89348,89574,89540,89476,89329,89505,89747,90158,90582,90888,90962,90982,91020,91209,91501,91730,92006,92332,92648,92932,93134,93419,93653,93878,94145,94544,94822,95040,94858,94705,94544,94680,94748,94746,94761,94687,94694,94847,95498,96039,97141,98216,99447,100043,100579,101253,101900,102574,103368,104077,104745,106193,107739,109275,109689,110129,110558,111407,112194,112990,113493,114102
"Angola, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155534,155376,155236,154927,154662,154355,153991,153478,152843,152100,151430,150735,150234,149704,149324,148944,148784,148671,148601,148432,148427,148396,148407,148296,148163,147876,147438,146907,146361,145940,145699,145524,145374,145058,144828,144462,144301,144151,143995,143826,143653,143669,143624,143625,143839,144157,144377,144540,144728,144847,144961,144927,145047,145095,145277,145440,145701,145929,146087,146234,146437,146851,147157,147432,147648,147837,148054,148333,148698,149241,149992,150697,151233,151702,152143,152636,152936,153368,153813,154379,154861,155181,155370,155622,155847,156082,156413,156920,157457,157964,158469,159057,159554,160139,160821,161537,162329,162969,163560,164254,164983,165812,166485,167222,167957,168858,169752,170654,171207,171979,172876,174096,175195,176242,177311,178200,179002,179796,180764,181823,182385,182884,183426,184333,185288,186088,187010,187991,188953,189889,190671,,193797,194433,,193852,194076,194342,194615,195132,195206,195409,195573,196299,197185,199300,201395,205780,209524,213771,215960,218389,220825,223250,225160,226739,228568,230252,234416,237941,242189,243808,245580,246652,249159,251681,254284,255622,257177
"Laurinburg, NC",msa,NC,61803,61917,62061,62423,62925,63372,63659,63855,64113,64450,64839,65190,65697,65952,66137,66131,66159,66229,66273,66558,66805,67086,67194,67208,67115,67042,67114,67208,67347,67511,67780,67948,68140,68266,68469,68628,68755,68841,68966,69115,69110,69018,68881,68991,69180,69429,69592,69727,69784,69910,70039,70220,70361,70426,70535,70691,70921,71236,71541,71848,72090,72368,72702,73059,73472,73934,74453,74821,75256,75705,76169,76526,76873,77269,77633,78011,78409,78849,79236,79679,80102,80495,80832,81127,81517,81828,82170,82386,82514,82490,82469,82523,82649,82772,82939,83124,83267,83339,83357,83428,83407,83373,83266,83173,83118,83053,82794,82512,82261,82173,82094,81818,81533,81110,80698,80192,79655,79067,78627,78256,78003,77689,77392,77180,77007,76918,76979,77149,77087,76751,76255,75926,75519,75374,75235,75007,74692,74388,74286,74161,74144,74029,73867,73588,73471,73416,73369,73008,72631,72245,72208,72119,72127,72167,72270,72363,72356,72302,72253,72338,72411,72558,72502,72571,72452,72562,72567,72670,72817,73065,73393,73675,73892,74049,74132,74184,74287,74422,74671,74871,75031,75205,75380,75640,75760,75853,75909,75944,75981,75992,76073,76128,76354,76634,76991,77222,77475,77610,77596,77419,77339,77402,77542,77698,77708,77791,77847,78079,78300,78433,78644,78734,78967,79075,79225,79397,79637,80051,80481,80946,81295,81609,81686,81649,81639,81813,82217,82522,82899,83046,83337,83515,83857,84104,84357,84543,84650,84524,84308,84117,84067,84257,84469,84870,85212,85452,85640,85573,85598,85581,86071,86638,,89734,91363,92424,93344,94549,95608,96718,97682,98612,99191,101754,104176,107210,108202,109223,109920,111941,114020,116236,117251,118436
"Winfield, KS",msa,KS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75390,75437,75514,75611,75657,75646,75686,75722,75718,75719,75798,75951,76031,76120,76159,76295,76405,76533,76583,76371,76105,75847,75870,76043,76095,76240,76241,76279,76179,76180,76138,76010,75786,75780,76022,76248,76398,76441,76652,76888,77542,78069,78620,78846,79232,79579,79922,80374,80811,81267,81485,81756,81831,81989,82102,82426,82534,82551,82250,82151,82221,82466,82949,83361,83881,84170,84418,83885,83308,82953,83347,83769,84174,84425,84595,84693,84868,84908,84856,84912,85201,85539,85794,85966,86010,86085,86244,86680,87082,87454,87687,87630,87496,87361,87336,87270,87264,87314,87597,87841,88305,88699,88995,89189,89384,89669,90314,90933,,94168,96050,97210,98049,98923,99740,100910,101822,102664,102905,103918,104869,105544,105466,105421,105813,107199,108653,110210,110923,111574
"Brevard, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238145,237980,237653,236957,236046,234696,233352,231745,230568,229324,228299,227475,226630,226140,225691,225431,225024,224295,223633,222843,222144,221234,220516,219898,219358,215270,211673,208114,207947,207459,207140,206414,205663,204772,204687,204658,204599,204527,204554,204687,204765,204714,204740,204579,204469,204523,204734,204944,204930,205128,205450,205756,205888,205990,206261,206520,206786,207202,207780,208389,208857,209434,210190,210769,211043,211205,211631,212212,212731,213301,213802,214585,215740,217313,218934,220332,221397,222086,222466,222931,223386,224086,223686,223389,223082,224087,225317,226583,227605,228293,228986,229842,230756,231824,232877,234231,235334,236607,237823,239073,240152,241271,242449,243613,244735,246191,247819,249528,250883,252486,253926,255518,256740,258043,259441,259989,260567,260981,262326,263490,264721,265800,266948,268105,269292,270531,271657,272855,273482,273978,274386,275567,276750,277736,278385,279126,279999,280433,281050,281992,284460,286927,,,304018,308301,311618,315388,318828,322518,325757,328809,331264,339421,348367,358948,363978,368394,371530,378545,385342,392328,394872,398014
"Americus, GA",msa,GA,72367,72727,72952,73404,73815,74215,74559,74848,74938,74969,74965,75308,75799,76195,76476,76834,77234,77683,78102,78525,78865,79149,79319,79593,79770,80084,80263,80544,80879,81157,81493,81786,82211,82470,82636,82772,82960,83129,83337,83531,83778,83857,83910,84181,84585,85069,85330,85533,85752,86060,86409,86659,86999,87388,87760,88108,88418,88941,89287,88973,,,,,80115,80453,80735,81038,81339,81706,81925,82114,82362,82715,83086,83355,83583,83741,83805,84118,84493,85094,85345,85655,85828,86110,86320,86541,86588,86479,86110,86085,86075,86316,86388,86486,86598,86592,86477,86135,85651,85202,84797,84468,84213,83866,83600,83372,83325,83250,83063,82672,82180,81517,80849,80096,79451,78810,78289,77632,77088,76697,75538,74420,73275,73090,72913,72599,72142,71671,71101,70650,70124,69793,69373,68913,68403,67989,67713,67412,67118,66764,66578,66361,66204,66045,66025,66071,66212,66354,66382,66333,66402,66749,67148,67592,67854,68206,68544,68991,69305,69446,69598,69787,70102,70418,70738,71115,71518,71981,72481,73004,73491,73926,74304,74636,74937,75143,75441,75732,76397,77014,77760,78282,78849,79305,79710,80024,80326,80508,81002,81509,82082,82461,82840,83201,83480,83774,84134,84449,84684,84750,84846,85029,85468,85914,86389,86735,86905,87028,87277,87641,88035,88307,88605,88828,89273,89695,90162,90426,90810,91123,91435,91609,91717,91674,91782,92035,92296,92483,92604,92942,93178,93527,93842,94247,94634,94969,94700,94285,93710,93859,94024,94257,94316,94323,94398,94353,94331,94404,95132,95927,97401,98616,100015,101006,102012,103113,104070,105061,105925,106608,107040,109132,111076,113925,114964,116222,116663,118220,119827,121463,122185,122946
"Watertown, SD",msa,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176365,176755,177001,177582,177975,178677,179457,180309,181097,181909,182752,183462,184126,185094,186093,187209,188152,189217,190251,191134,192087,192820,193628,194129,194638,195079,195554,196084,196746,197618,198624,199410,200326,201161,202213,203014,203906,204937,205840,206822,207507,208246,208755,209323,209850,210836,211699,212613,213108,213843,214464,214819,214607,214915,215308,216062,215939,216043,216280,216660,218244,220356,223061,224583,228018,231922,236362,238930,241188,243614,245730,247785,249233,250212,251006,254896,259272,265089,267732,270228,271557,274404,277306,279896,281171,282236
"Effingham, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123213,123022,122594,121736,120411,119271,118222,117551,116977,116686,116385,115728,115014,114648,114567,114470,114012,113668,113450,113600,113682,113689,113390,113101,112819,112548,112301,111872,111435,111110,111288,111427,111638,111557,111695,111823,111955,112265,112445,112524,112352,112300,112338,112456,112699,113057,113542,114109,114694,115377,115809,116154,116278,116523,117097,117675,118343,118793,119427,120123,120845,121684,122477,123358,124153,124977,125686,126258,126682,127153,127753,128365,128893,129318,129851,130437,131149,131786,132260,132547,133013,133415,133883,134311,135018,135744,136398,137076,137793,138432,138981,139363,139738,140052,140476,141393,142294,143228,143793,144467,145332,146121,146852,147432,147973,148551,149129,149703,150333,151045,151742,152342,152786,153271,153592,153975,154346,154875,155557,156130,156835,157462,158232,159067,159810,160561,161131,161783,162332,162478,162603,162634,162948,163148,163487,163388,163357,163241,163255,163273,163381,164518,165784,167809,169573,171436,172960,174453,175943,177394,178902,180665,181972,183052,184875,186717,188988,190130,191231,191871,193479,195196,197061,197858,198892
"Seneca Falls, NY",msa,NY,69543,69829,70258,70977,71568,71943,72296,72570,72809,73052,73483,73994,74580,75150,75759,76238,76780,77155,77495,77606,77779,78066,78538,79110,79724,80376,81033,81604,82118,82636,83151,83595,84037,84538,85133,85657,86257,86817,87451,87937,88270,88460,88594,89307,90340,91771,92474,93100,93624,94590,95550,96368,97599,99095,100747,101617,102246,102711,103577,104498,105507,106585,107688,108718,109629,110372,111144,111788,112373,112830,113360,113949,114683,114997,115095,114898,114677,114393,113917,114008,114037,114446,114565,114814,115082,115074,114969,114578,114055,113394,112552,112276,112096,112170,112082,112140,112224,112107,111770,111041,110231,109364,108497,107639,106912,106300,105753,105171,104745,104356,103903,103324,102685,102119,101453,100822,100129,99611,99140,98794,98613,98524,98567,98726,98896,99098,99208,99233,99101,98848,98652,98328,97969,97480,97067,96707,96562,96461,96456,96347,96219,96017,95865,95684,95466,95294,95174,95132,95101,95189,95389,95532,95650,95692,95809,95897,95976,96056,96222,96431,96645,96836,97115,97307,97465,97502,97541,97583,97637,97860,98121,98584,99068,99643,100279,100864,101342,101715,102089,102498,102701,102891,103110,103516,103972,104425,104932,105483,106012,106453,106743,107109,107486,108023,108612,109242,109881,110608,111357,112047,112592,113069,113563,114104,114605,115138,115647,116393,117062,117876,118578,119400,120138,120905,121695,122487,123257,123938,124602,125120,125627,126003,126523,127046,127656,128194,128772,129358,130012,130548,131100,131727,132356,132884,133257,133693,134239,134837,135692,136526,137329,137504,137703,137814,138329,138777,139314,139306,139275,139327,140374,141492,,145499,147639,149071,150529,151869,153200,154329,155458,156473,157361,160700,163887,166588,166724,166890,167279,168395,169379,170713,171562,172743
"Brookhaven, MS",msa,MS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95990,96181,96669,96889,96669,96267,96107,96190,96474,96625,97038,97076,97315,97548,98215,98879,99441,99759,100069,100259,99983,99378,98912,98631,98763,98903,99477,100170,100970,101643,101988,102126,102528,103078,103943,104225,104561,104559,105033,105276,105734,106086,106697,107032,107577,108170,109115,110142,111303,112176,112872,113396,113951,114611,115126,115672,116093,116589,117295,118038,118990,119854,120243,120302,120700,121645,122900,123810,124211,124377,124635,124793,125102,125635,127222,128617,129438,129393,129366,129606,129383,129282,128558,128345,127768,127540,127940,129495,131761,133306,134328,135012,135908,136820,137620,138380,139126,140071,143332,146188,149558,150551,151917,152730,154582,156417,158079,158379,158933
"Malvern, AR",msa,AR,58083,58281,58200,58157,58194,58262,58718,59234,59780,60097,60148,60496,61069,61305,61335,61318,62030,62825,63250,63343,63253,63236,63030,63042,63100,63359,63476,63638,63947,64292,64686,64601,64751,64846,65364,65531,65748,65892,66273,66922,67563,68010,68155,68294,68895,69474,70236,70576,70933,71307,71752,72482,72986,73394,73785,74301,75156,75846,76510,77040,77600,78246,79017,79928,80885,81759,82532,83074,83853,84509,85026,85433,85869,86556,87181,87714,88195,88394,88718,89001,89520,89871,90292,90626,91075,91372,91616,91870,91966,91922,91726,91660,91856,91925,91786,91604,91658,92115,92160,91864,91125,90100,89313,88741,88574,88399,88326,88460,88288,88115,87723,87362,86895,87522,88538,89277,89176,88759,88751,88584,88370,88138,87978,87981,88001,88039,88133,88336,88426,88478,89080,88922,88753,87812,87688,87520,87361,87892,88630,89578,89832,89793,89576,89456,89534,89561,89709,89825,90173,90373,90554,90485,90364,90254,90347,90410,90702,90872,91227,91308,91165,90616,90017,89826,89712,89791,89701,89789,89877,89946,90086,90025,89936,89746,89765,89793,89789,89872,89766,89780,89814,90159,90534,90904,91210,91491,91625,91841,92043,92384,92560,92552,92454,92421,92564,92929,93567,94082,94369,94475,94734,94980,95231,95786,96208,96615,96663,96963,97394,97684,97952,97969,98178,98408,98639,98820,99025,99353,99832,100366,100736,100878,100898,100959,101261,101574,101930,102290,102747,103307,103773,104193,104663,105028,105306,105518,105893,106379,106539,106677,106725,107247,107658,108191,108164,108085,107963,108054,108295,108383,109274,109061,110056,110570,112551,113723,115126,116253,117676,118843,120061,120671,121332,123855,126499,130296,132077,133766,134369,135294,136375,137180,138040,137756
"Dixon, IL",msa,IL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122349,122866,123169,123373,123194,122806,122878,123134,123773,124228,124807,125283,125742,126021,126190,126009,125434,124647,124401,124482,124715,124653,124651,124638,124683,124393,124006,123210,122320,120938,119800,118729,117968,117181,116523,115930,115555,115050,114523,113654,112840,111937,111435,110918,110537,109939,109560,109233,109054,109076,109181,109084,108542,107975,107544,107332,106921,106500,106135,105941,105884,105522,105381,105048,104976,104690,104410,,,,97593,97374,97129,97002,96901,96866,96776,96735,96618,96535,96486,96592,96620,96711,96831,96972,96965,96859,96689,96627,96606,96574,96612,96682,96765,96943,97084,97460,97619,97898,97974,98088,97946,97959,97813,97808,97685,97726,97773,98009,98114,98257,98179,98184,97985,97946,97887,98159,98248,98398,98344,98430,98530,98701,98948,99247,99438,99656,99803,99908,99710,99620,99575,99737,99938,100335,100953,101543,101960,102343,102698,103113,103221,103402,103564,103811,104049,104269,104491,104609,104696,104893,105122,105380,105549,105802,106075,106408,106508,106731,106791,107063,107197,107454,107702,107587,107444,107156,107267,107384,107458,107119,106407,105824,105549,105723,106220,107722,109050,110768,111687,112859,113671,115248,116971,118788,120047,121372,122280,122944,124187,125325,126910,127546,128380,128840,129979,131004,132116,132653,133231
"Washington, IN",msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108457,108292,108355,108420,108543,108578,108689,108917,109221,109405,109690,109950,110179,110274,110386,110595,110844,110975,111163,111398,111736,111965,112239,112542,112915,113284,113609,113912,114242,114583,115017,115219,115519,115755,116206,116582,116935,117280,117580,117977,118234,118592,118888,119163,119341,119483,119780,120156,120367,120712,121113,121895,122571,123333,123852,124275,124570,124771,124943,125147,125526,126003,126519,127124,127742,128262,128942,129755,130669,131666,132833,134027,134978,135750,136529,137408,138113,138773,139460,140293,140911,141526,142039,142859,143533,144307,144998,145695,146609,147411,148350,149111,149905,150567,151073,151622,152066,152385,152566,152691,153153,153361,153664,153773,154357,155096,156641,157991,,164386,167935,169606,171282,173215,174987,176886,178331,180075,181365,184244,186798,189794,191210,192647,193676,195429,197281,198985,199782,200716
